full_path,age,gender,pixels
['71/25189171_1963-03-14_2006.jpg'],43,1.0,[ 20.  18.  29. ... 213. 216. 225.]
['41/25189941_1988-03-11_2013.jpg'],25,1.0,[13. 13. 11. ... 29. 16.  8.]
['51/2519051_1904-05-30_1943.jpg'],39,1.0,[181. 181. 181. ... 163. 163. 163.]
['67/25190567_1990-05-18_2013.jpg'],23,1.0,[ 76.  99.  47. ... 216. 218. 243.]
['70/2519070_1935-11-11_1957.jpg'],22,0.0,[ 59.  59.  59. ... 191. 191. 191.]
['39/25192339_1988-10-24_2013.jpg'],25,1.0,[255. 255. 255. ...  78.  88. 115.]
['00/25192500_1989-02-25_2013.jpg'],24,1.0,[  6.   5.  10. ... 201. 183. 147.]
['79/25192779_1976-02-03_2008.jpg'],32,1.0,[36. 36. 36. ...  1.  1.  1.]
['39/25193039_1989-08-21_2012.jpg'],23,1.0,[ 77.  99.  37. ... 209. 216. 244.]
['57/25193857_1989-11-06_2011.jpg'],22,1.0,[143. 139. 101. ... 139. 131. 188.]
['83/2519683_1974-12-24_2006.jpg'],32,1.0,[ 7.  7.  7. ... 23. 23. 23.]
['88/25197988_1969-02-05_2008.jpg'],39,1.0,[ 30.  27.  36. ... 253. 243. 231.]
['25/25198925_1984-03-25_2013.jpg'],29,1.0,[187. 175. 163. ... 138.  31.  41.]
['09/25199509_1990-11-06_2014.jpg'],24,1.0,[15. 21. 47. ... 39. 23. 34.]
['52/35100152_1986-11-11_2013.jpg'],27,0.0,[ 73.  73.  75. ... 240. 241. 246.]
['83/35102183_1973-06-30_2011.jpg'],38,1.0,[216. 237. 255. ...  70.  68.  69.]
['48/351048_1964-07-02_2015.jpg'],51,1.0,[ 11.   8.   3. ... 175.  98.   6.]
['92/3510592_1977-04-24_2008.jpg'],31,1.0,[150. 108.  68. ...  31.  43.  67.]
['71/351071_1944-06-17_1979.jpg'],35,1.0,[14. 15. 19. ... 84. 85. 80.]
['93/35108093_1986-07-31_2011.jpg'],25,0.0,[228. 229. 233. ... 225. 191. 145.]
['03/35108403_1996-01-02_2010.jpg'],14,0.0,[222. 228. 244. ...  79.  67.  51.]
['80/35108780_1995-02-04_2011.jpg'],16,0.0,[231. 231. 231. ... 234. 225. 230.]
['91/3510891_1915-04-15_1986.jpg'],71,0.0,[246. 246. 246. ... 201. 201. 201.]
['03/35109403_1993-04-14_2012.jpg'],19,0.0,[ 21.  36. 137. ... 237. 227. 225.]
['39/35109539_1927-07-26_1949.jpg'],22,1.0,[246. 246. 246. ...  56.  56.  56.]
['65/35109765_1996-02-26_2012.jpg'],16,0.0,[205. 202. 223. ... 177.  67.  78.]
['74/35109974_1994-06-01_2012.jpg'],18,0.0,[229. 242. 224. ... 137.  43.  44.]
['03/35110103_1959-01-12_2008.jpg'],49,1.0,[ 27.  49.  98. ... 213. 228. 247.]
['18/35110118_1995-07-06_2013.jpg'],18,0.0,[134.  93.  73. ... 219. 215. 214.]
['20/35110520_1938-12-03_2012.jpg'],74,1.0,[135. 122. 103. ... 199. 199. 197.]
['31/3511331_1948-08-05_2007.jpg'],59,1.0,[17.  7.  6. ... 22. 21. 19.]
['50/35115050_1989-02-23_2012.jpg'],23,1.0,[186. 191. 229. ...  40.  18.  31.]
['76/35115176_1974-04-29_2011.jpg'],37,1.0,[229. 222. 230. ...   9.   9.   9.]
['50/35115850_1972-07-10_2011.jpg'],39,1.0,[ 33.  31.  44. ... 133. 117. 117.]
['18/3511618_1985-03-29_2014.jpg'],29,1.0,[14.  5. 32. ... 16. 27. 73.]
['18/35116518_1968-01-14_1982.jpg'],14,1.0,[216. 216. 216. ... 199. 199. 199.]
['34/35116834_1988-12-07_2012.jpg'],24,1.0,[180. 181. 185. ... 222. 217. 224.]
['32/35117032_1995-05-29_2012.jpg'],17,1.0,[222. 224. 223. ...   9.  24.  65.]
['36/35118336_1991-02-21_2015.jpg'],24,1.0,[187. 204.  64. ...  21.  23.  22.]
['83/351183_1938-12-17_1964.jpg'],26,1.0,[ 21.  26.  46. ... 182. 143. 136.]
['64/35118764_1996-03-16_2012.jpg'],16,1.0,[193. 168. 111. ... 233. 206. 135.]
['26/3511926_1928-12-25_1961.jpg'],33,0.0,[165. 165. 165. ... 167. 167. 167.]
['76/35119476_1990-08-02_2011.jpg'],21,1.0,[ 29.  26.  19. ... 255. 254. 252.]
['35/35126435_1982-08-09_2013.jpg'],31,0.0,[ 81.  76.  38. ... 151.  88.  57.]
['03/35128503_1965-08-14_2011.jpg'],46,1.0,[55. 55. 45. ... 25. 24. 19.]
['38/3512938_1943-10-05_2009.jpg'],66,1.0,[123.  67.  42. ... 192.  33.  63.]
['72/3513172_1967-12-05_2002.jpg'],35,1.0,[197. 180. 162. ...  49.  46.  57.]
['75/35132375_1961-04-20_2011.jpg'],50,0.0,[ 29.  46.  64. ... 112.   3.  32.]
['23/35133923_1927-12-17_2013.jpg'],86,0.0,[ 6.  6.  6. ... 18. 22. 23.]
['00/35135200_1955-05-25_2012.jpg'],57,1.0,[  2.   0.   1. ... 238. 246. 187.]
['62/351362_1940-11-21_2007.jpg'],67,1.0,[145. 143. 154. ...  96.  97.  92.]
['94/35138594_1994-05-28_2015.jpg'],21,1.0,[143. 157.  80. ... 188. 192. 201.]
['95/35138895_1988-04-30_2013.jpg'],25,1.0,[198. 204. 204. ... 235. 236. 240.]
['45/35140045_1992-12-03_2013.jpg'],21,1.0,[ 82.  58.  32. ...  74. 144.  32.]
['04/35141304_1988-07-14_2014.jpg'],26,1.0,[ 44.  65.  26. ... 255. 255. 255.]
['45/35143945_1940-09-12_1964.jpg'],24,1.0,[207. 198. 159. ... 141. 129. 107.]
['65/35144565_1990-02-16_2013.jpg'],23,1.0,[ 68.  88. 125. ... 234. 240. 252.]
['74/3514674_1961-06-18_2010.jpg'],49,1.0,[180. 157. 105. ... 222. 233. 239.]
['01/351501_1939-08-22_2007.jpg'],68,0.0,[200. 139. 121. ...  44.  44.  54.]
['95/35150995_1992-12-06_2012.jpg'],20,1.0,[ 82. 117.  53. ... 251. 242.  79.]
['31/35152431_1981-06-24_2014.jpg'],33,0.0,[ 56.  70.  99. ...  59.  75. 126.]
['54/35153654_1911-05-12_1941.jpg'],30,1.0,[201. 200. 198. ...  36.  33.  28.]
['00/35154000_1951-09-18_2013.jpg'],62,1.0,[145. 143. 146. ...  29.  31.  28.]
['85/35157385_1970-08-09_2013.jpg'],43,0.0,[108. 106.  91. ...  47.  42.  48.]
['56/35157856_1965-08-29_2013.jpg'],48,0.0,[205. 199. 201. ...  23.  29.  27.]
['25/35163625_1955-04-27_2010.jpg'],55,0.0,[ 23.  22.  20. ... 201. 195. 199.]
['91/35170091_1979-08-29_2013.jpg'],34,1.0,[  5.   4.   2. ... 249. 245. 210.]
['73/3517073_1984-09-10_2011.jpg'],27,1.0,[165. 162. 181. ... 119. 113. 101.]
['38/35173338_1988-11-25_2012.jpg'],24,1.0,[179. 144. 124. ... 206. 189. 181.]
['78/351778_1969-10-17_2010.jpg'],41,1.0,[130. 138. 140. ...  12.  13.  18.]
['17/35184517_1976-12-23_2009.jpg'],33,0.0,[246. 242. 239. ... 184. 173. 151.]
['33/3518533_1928-01-01_1954.jpg'],26,1.0,[232. 232. 234. ... 239. 239. 241.]
['69/35186569_1989-07-22_2012.jpg'],23,1.0,[ 71.  92. 135. ... 242. 255. 255.]
['71/35188571_1983-09-18_2009.jpg'],26,1.0,[  0.   0.   0. ... 237.  30.  48.]
['47/35189147_1992-08-12_2014.jpg'],22,0.0,[232. 233. 153. ...  12.  12.  12.]
['33/3519133_1968-06-17_2008.jpg'],40,1.0,[ 22.  18.  15. ... 205. 110.  64.]
['67/35192167_1984-05-04_2014.jpg'],30,1.0,[187. 164. 123. ... 195. 199. 208.]
['86/35192286_1985-02-06_2013.jpg'],28,0.0,[207. 185. 171. ... 221. 106.  51.]
['73/35193473_1928-08-10_1958.jpg'],30,1.0,[114. 114. 114. ...  67.  67.  67.]
['35/35195835_1989-12-20_2013.jpg'],24,1.0,[109.  63.  66. ... 232. 228. 243.]
['73/4510473_1928-10-27_1960.jpg'],32,1.0,[228. 228. 228. ... 159. 159. 159.]
['95/4510495_1931-06-06_1960.jpg'],29,1.0,[251. 251. 251. ... 171. 171. 171.]
['50/451050_1970-06-10_2012.jpg'],42,1.0,[30.  0.  4. ... 10.  1.  4.]
['74/4511074_1931-04-07_1996.jpg'],65,0.0,[118. 125. 133. ... 144. 146. 143.]
['55/4511255_1938-09-17_1975.jpg'],37,1.0,[52. 52. 52. ... 11. 11. 11.]
['37/451137_1888-11-11_1954.jpg'],66,1.0,[158. 158. 158. ...  37.  37.  37.]
['02/45119902_1977-12-21_2013.jpg'],36,0.0,[170. 166. 129. ...  23.  45.  66.]
['70/45121270_1967-10-25_2013.jpg'],46,1.0,[49. 36. 19. ... 28. 38. 39.]
['27/451227_1953-05-22_2010.jpg'],57,1.0,[74. 62. 46. ... 12. 21. 30.]
['34/451234_1948-12-01_2011.jpg'],63,1.0,[30. 42. 40. ... 38. 40. 61.]
['39/451239_1954-05-11_2007.jpg'],53,1.0,[136. 129. 100. ... 126. 119. 135.]
['81/451281_1958-09-22_2006.jpg'],48,1.0,[222. 207. 212. ... 164. 137. 144.]
['13/45129913_1932-06-06_1955.jpg'],23,1.0,[164. 164. 164. ... 243. 243. 243.]
['37/4513237_1980-08-26_2015.jpg'],35,1.0,[15. 13. 16. ... 20. 11. 12.]
['14/45137914_1987-10-15_2013.jpg'],26,1.0,[20. 66. 92. ... 41. 66. 60.]
['29/4514129_1977-03-04_2007.jpg'],30,1.0,[188. 193. 186. ... 221. 229. 232.]
['44/45142144_1998-10-09_2014.jpg'],16,0.0,[ 81.  21.  13. ... 178.  27.  20.]
['87/45145787_1990-04-14_2015.jpg'],25,1.0,[196. 199. 192. ...  14.  14.  14.]
['31/4514731_1983-08-30_2012.jpg'],29,1.0,[ 59.  59.  47. ... 240. 242. 255.]
['29/45150629_1989-12-27_2015.jpg'],26,1.0,[198. 196. 175. ...  12.  12.  12.]
['57/45154257_1987-08-24_2013.jpg'],26,0.0,[137. 101.  67. ...  25.  19.  31.]
['02/4515902_1962-06-13_2007.jpg'],45,1.0,[177. 180. 163. ...  35.  42.  50.]
['81/4515981_1970-02-25_2014.jpg'],44,1.0,[253.  67.   8. ... 143. 124.  55.]
['23/45162923_1933-02-22_2011.jpg'],78,1.0,[188. 137.  80. ...   5.  61. 120.]
['02/45165502_1963-11-14_2014.jpg'],51,1.0,[40. 58. 68. ... 35. 69. 70.]
['33/4517633_1946-05-06_2008.jpg'],62,0.0,[170. 172. 106. ... 255. 217. 189.]
['63/4518063_1928-09-01_1962.jpg'],34,1.0,[243. 243. 243. ... 209. 209. 209.]
['14/451814_1950-11-21_2007.jpg'],57,1.0,[145. 130. 127. ...  29.  48.  52.]
['50/4518550_1983-04-25_2008.jpg'],25,1.0,[196. 173. 181. ... 221. 211. 201.]
['73/45185773_1876-10-10_1947.jpg'],71,1.0,[105.  92.  83. ... 103.  93.  84.]
['82/45185782_1995-11-16_2012.jpg'],17,1.0,[199. 199. 199. ...  50.  50.  50.]
['85/45185_1906-06-22_1942.jpg'],36,1.0,[117. 117. 117. ...  94.  94.  94.]
['16/45187416_1997-09-26_2015.jpg'],18,0.0,[24. 11. 29. ... 51. 41. 68.]
['10/4519010_1957-12-19_1981.jpg'],24,1.0,[234. 244. 245. ...   7.   5.  10.]
['69/45192169_1939-12-28_2012.jpg'],73,1.0,[154.  97.  67. ... 111.  84.  73.]
['92/45197492_1989-04-01_2014.jpg'],25,1.0,[ 92. 151. 165. ... 126. 192. 208.]
['17/4519817_1951-07-01_2001.jpg'],50,1.0,[224. 229. 233. ...  17.  16.  32.]
['17/55117_1964-03-09_2015.jpg'],51,0.0,[186. 210. 212. ... 204. 148. 183.]
['15/551215_1946-12-14_2009.jpg'],63,1.0,[38.  3.  7. ... 24. 20. 21.]
['19/551219_1924-10-03_1961.jpg'],37,1.0,[ 74.  65.  34. ... 219. 213. 191.]
['34/551234_1867-11-03_1944.jpg'],77,1.0,[43. 47. 50. ... 21. 28. 36.]
['68/5512568_1984-09-15_2009.jpg'],25,0.0,[62. 62. 62. ... 42. 54. 30.]
['22/5513622_1923-07-22_1949.jpg'],26,1.0,[88. 93. 87. ... 36. 38. 35.]
['50/5513950_1958-11-13_1999.jpg'],41,0.0,[166. 196. 220. ... 207.  50.  59.]
['06/5514506_1982-03-21_2013.jpg'],31,1.0,[  1.   1.   1. ... 252. 252. 252.]
['95/551595_1980-09-26_2012.jpg'],32,1.0,[130. 117. 127. ... 243. 198.  83.]
['08/551608_1980-09-26_2010.jpg'],30,1.0,[ 78.  45.  40. ... 140.  94.  60.]
['43/551643_1936-12-08_2008.jpg'],72,1.0,[61. 15.  0. ... 41. 40. 45.]
['09/5517609_1985-12-08_2006.jpg'],21,1.0,[ 44.  56.  32. ... 198. 143. 138.]
['34/5517734_1983-08-05_2010.jpg'],27,0.0,[131. 189. 203. ... 135. 198. 216.]
['73/551773_1969-04-12_1999.jpg'],30,0.0,[ 0.  0.  2. ... 45. 41. 42.]
['00/551800_1970-02-19_2010.jpg'],40,1.0,[109.  40.  24. ... 147.  90.  83.]
['90/5518790_1971-08-28_2009.jpg'],38,1.0,[110. 124.  88. ... 150.   8.  56.]
['04/551904_1963-01-25_2013.jpg'],50,1.0,[40. 56. 56. ... 14. 15. 19.]
['73/5519373_1961-03-23_2006.jpg'],45,1.0,[3. 4. 9. ... 2. 3. 8.]
['58/651058_1958-03-04_2012.jpg'],54,0.0,[ 28.  17.  21. ... 255.  73. 112.]
['26/6511626_1984-11-25_2011.jpg'],27,1.0,[213. 209. 206. ...  49.  45.  46.]
['11/6512511_1926-07-11_1959.jpg'],33,1.0,[228. 228. 228. ... 104. 104. 104.]
['68/651268_1979-11-06_2012.jpg'],33,1.0,[214. 202. 206. ...  71.  65.  75.]
['47/651347_1955-04-06_2015.jpg'],60,1.0,[144. 160. 176. ...   8.   9.  14.]
['38/6513538_1984-05-08_2008.jpg'],24,0.0,[184. 190. 180. ...  72.  73. 103.]
['28/6513728_1927-05-27_2007.jpg'],80,0.0,[151. 150. 156. ...  31.  30.  36.]
['45/65145_1947-08-24_2008.jpg'],61,1.0,[213. 102.  49. ... 201. 102.  73.]
['88/651488_1964-08-24_2011.jpg'],47,0.0,[122.  98. 112. ... 153. 156. 137.]
['19/651519_1916-11-23_1992.jpg'],76,1.0,[42. 32. 33. ... 28. 24. 25.]
['60/651560_1911-12-08_1960.jpg'],49,1.0,[255. 255. 255. ...   0.   0.   0.]
['45/6515645_1966-02-23_2008.jpg'],42,0.0,[147. 156. 153. ... 185. 194. 209.]
['93/6516993_1925-04-07_2010.jpg'],85,1.0,[ 76.  45.  17. ... 213. 201. 177.]
['29/6517629_1982-10-20_2009.jpg'],27,0.0,[213. 222. 221. ...  52.  50.  61.]
['86/6518486_1944-07-24_2011.jpg'],67,1.0,[ 29.  26.  11. ... 235. 238. 245.]
['12/651912_1956-10-07_1979.jpg'],23,1.0,[192. 197. 201. ... 227. 229. 228.]
['35/7510635_1915-01-13_1945.jpg'],30,0.0,[118. 122. 121. ...  81.  86.  90.]
['63/7511363_1985-05-03_2014.jpg'],29,0.0,[102.  97. 103. ... 180. 174. 174.]
['24/75124_1890-07-30_1953.jpg'],63,1.0,[255. 255. 255. ... 137. 138. 130.]
['35/7512535_1981-03-28_2008.jpg'],27,1.0,[ 82. 101. 115. ... 117.  45.  49.]
['73/751273_1982-08-02_2014.jpg'],32,1.0,[ 87. 103.  38. ... 230. 225. 255.]
['88/751288_1981-01-20_2008.jpg'],27,1.0,[156. 127. 123. ...  59.  68.  77.]
['42/7512942_1975-02-26_2004.jpg'],29,1.0,[ 41.  88. 180. ...  68.   8.   8.]
['10/751310_1980-12-20_2012.jpg'],32,1.0,[185. 189. 192. ... 178. 131. 137.]
['54/751354_1926-03-15_1974.jpg'],48,1.0,[237. 228. 219. ... 136. 138. 135.]
['90/7514390_1977-05-25_2014.jpg'],37,1.0,[219. 220. 214. ... 148. 155. 163.]
['36/7515736_1982-03-12_2013.jpg'],31,1.0,[ 30.  24.  24. ... 158.  18.  29.]
['23/7517723_1941-04-27_1998.jpg'],57,1.0,[239. 242. 235. ...   6.   0.   0.]
['17/7517_1964-11-11_2009.jpg'],45,0.0,[77. 32.  3. ...  0.  0.  0.]
['81/751881_1948-11-09_2014.jpg'],66,1.0,[ 45. 130. 194. ...  76. 107. 213.]
['81/7518981_1953-07-09_2004.jpg'],51,1.0,[206. 187. 170. ...  43.  41.  44.]
['31/8510331_1983-01-15_2011.jpg'],28,1.0,[ 31.  43.  57. ... 147. 138. 129.]
['38/8511238_1982-08-01_2004.jpg'],22,0.0,[138. 123. 116. ... 198. 184. 173.]
['04/8513104_1962-09-12_2014.jpg'],52,1.0,[253. 255. 234. ...  12.   6.   6.]
['74/851374_1929-08-28_1976.jpg'],47,0.0,[129. 129. 129. ... 238. 238. 238.]
['09/8514409_1978-05-29_2011.jpg'],33,1.0,[150. 154. 140. ... 218. 214. 215.]
['05/851505_1981-06-04_2011.jpg'],30,0.0,[  2.   2.   2. ... 255. 253. 232.]
['91/851591_1949-10-06_2009.jpg'],60,1.0,[79. 69. 59. ... 24. 23. 28.]
['57/8516057_1939-06-03_1977.jpg'],38,0.0,[172. 181. 178. ... 163. 169. 165.]
['39/8517639_1988-12-16_2012.jpg'],24,1.0,[221. 197.  63. ... 225. 228. 233.]
['39/8518739_1947-04-26_2006.jpg'],59,1.0,[ 34.  28.  16. ... 210. 222. 220.]
['61/8519261_1940-12-27_2010.jpg'],70,1.0,[ 82.  71. 111. ...  73.  49.  45.]
['20/9510020_1975-01-01_2012.jpg'],37,1.0,[196. 154. 114. ...  30.  19.  15.]
['97/9510897_1986-06-27_2012.jpg'],26,1.0,[244. 239. 236. ...  17.  10.  17.]
['21/9511621_1982-02-05_2012.jpg'],30,0.0,[140. 187.  95. ... 218. 221. 214.]
['41/9512641_1928-09-28_1955.jpg'],27,1.0,[148.  70.  83. ...  53.  70.  88.]
['11/9512711_1951-07-20_1984.jpg'],33,0.0,[235. 203. 162. ... 215. 158. 103.]
['44/9515044_1989-09-10_2007.jpg'],18,1.0,[ 37.  39.  38. ... 255. 239. 232.]
['97/9515097_1917-11-02_1948.jpg'],31,1.0,[228. 211. 183. ... 199. 184. 161.]
['74/951674_1963-03-14_1988.jpg'],25,1.0,[149. 151. 146. ... 160. 184. 196.]
['75/9516775_1989-01-30_2007.jpg'],18,0.0,[201. 190. 184. ... 234. 232. 233.]
['16/9516_1891-11-15_1942.jpg'],51,1.0,[ 86.  86.  86. ... 121. 121. 121.]
['64/9517264_1918-04-11_1951.jpg'],33,1.0,[153. 153. 153. ... 199. 199. 199.]
['13/951813_1983-09-01_2015.jpg'],32,1.0,[ 64.  44.  33. ...  64.  80. 103.]
['45/951845_1961-10-18_2009.jpg'],48,1.0,[251. 250. 248. ...  47.  18.  14.]
['84/95184_1906-10-14_1988.jpg'],82,0.0,[255. 255. 255. ... 172. 172. 172.]
['29/16100029_1987-05-22_2014.jpg'],27,1.0,[174. 192. 204. ...  37.  44.  54.]
['96/16100696_1951-12-31_2009.jpg'],58,0.0,[ 1.  0.  5. ... 13. 13. 23.]
['52/1610152_1958-08-30_2005.jpg'],47,0.0,[228. 229. 223. ... 130.  14.  14.]
['48/16103748_1965-07-26_2012.jpg'],47,1.0,[240. 255. 250. ...  42.  41.  46.]
['83/1610383_1932-09-03_1990.jpg'],58,0.0,[38. 25. 34. ... 92. 70. 59.]
['84/1610384_1971-12-15_2009.jpg'],38,1.0,[ 73.  65.  76. ... 238. 252. 253.]
['03/16103_1907-05-26_1965.jpg'],58,1.0,[255. 255. 255. ... 129. 129. 129.]
['35/16105135_1980-04-18_2012.jpg'],32,1.0,[124. 113. 121. ... 145. 135. 159.]
['28/1610528_1970-10-12_1991.jpg'],21,1.0,[119.  53.  54. ... 153.  50.  77.]
['94/1610694_1920-05-16_1957.jpg'],37,0.0,[ 32.  18.  15. ... 125.  88.  61.]
['15/16108515_1982-03-23_2011.jpg'],29,1.0,[105. 105. 105. ...  63.  63.  63.]
['91/161091_1921-11-22_1978.jpg'],57,1.0,[198. 181. 174. ...  70.  45.  41.]
['63/16110863_1937-12-01_2010.jpg'],73,1.0,[239. 228. 224. ...  67.  51.  35.]
['43/16112343_1989-02-17_2014.jpg'],25,1.0,[146. 154. 190. ...  39.  39.  47.]
['42/1611242_1985-01-31_2015.jpg'],30,0.0,[159. 141. 121. ... 161. 103.  65.]
['33/161133_1875-12-12_1942.jpg'],67,1.0,[200. 200. 200. ...  41.  41.  41.]
['87/1611387_1976-05-29_2006.jpg'],30,1.0,[ 54.  42.  42. ... 165. 122.  79.]
['48/161148_1921-07-31_1991.jpg'],70,1.0,[ 87.  87.  87. ... 135. 135. 135.]
['28/16115128_1960-07-27_2007.jpg'],47,1.0,[244. 198. 182. ...  32.  18.  31.]
['57/161157_1926-03-25_1955.jpg'],29,1.0,[236. 236. 236. ...  28.  28.  28.]
['15/16115_1960-02-07_2013.jpg'],53,1.0,[165. 161.  88. ...  19.  41.  65.]
['69/16116069_1942-04-20_2011.jpg'],69,0.0,[166. 163. 158. ... 186. 183. 178.]
['02/16118302_1945-03-18_1970.jpg'],25,1.0,[225. 225. 225. ... 219. 219. 219.]
['52/1611852_1936-01-29_2011.jpg'],75,1.0,[167. 150. 140. ... 161. 123.  52.]
['57/16121057_1987-02-21_2011.jpg'],24,0.0,[193. 199. 197. ...   5.   1.   0.]
['43/16121443_1976-09-25_2012.jpg'],36,0.0,[  2.   1.   6. ...  97. 142. 201.]
['30/161230_1979-05-04_2014.jpg'],35,1.0,[233. 238. 242. ...   9.  10.  15.]
['28/1612328_1900-12-16_1963.jpg'],63,1.0,[59. 59. 59. ... 19. 19. 19.]
['66/161266_1931-01-05_2014.jpg'],83,1.0,[105. 105. 103. ...  50.  44.  48.]
['71/1612671_1963-10-28_2007.jpg'],44,0.0,[125. 119. 131. ... 131.  40.  37.]
['92/161292_1903-05-29_1978.jpg'],75,1.0,[ 95.  95.  95. ... 201. 201. 201.]
['29/16129_1934-09-24_1967.jpg'],33,1.0,[193. 193. 193. ... 225. 225. 225.]
['90/16132190_1929-06-17_1993.jpg'],64,1.0,[29. 34. 37. ... 94. 52. 56.]
['20/1613220_1959-01-31_2008.jpg'],49,0.0,[ 19.  27.  29. ... 192.   2.  40.]
['57/16132257_1949-04-16_2011.jpg'],62,0.0,[144. 116.  77. ... 192. 182. 120.]
['59/1613259_1972-09-08_2006.jpg'],34,1.0,[175. 169. 143. ... 171. 152. 138.]
['71/1613271_1960-02-09_2010.jpg'],50,1.0,[120. 132. 144. ...   8.   2.   4.]
['50/161350_1898-06-07_1943.jpg'],45,1.0,[84. 84. 84. ... 79. 79. 79.]
['75/1613575_1898-08-15_1979.jpg'],81,0.0,[252. 252. 252. ... 252. 252. 252.]
['66/161366_1934-01-20_2010.jpg'],76,1.0,[254. 254. 254. ...  16.  16.  16.]
['98/161398_1954-10-06_2009.jpg'],55,1.0,[0. 0. 0. ... 1. 1. 1.]
['39/16139_1929-01-13_1975.jpg'],46,1.0,[  9.   6.  13. ... 236. 236. 236.]
['81/16141981_1990-02-15_2013.jpg'],23,1.0,[ 53. 151. 138. ...  65.  76.  98.]
['41/1614241_1917-08-25_1960.jpg'],43,1.0,[255. 255. 255. ...  24.  24.  24.]
['36/161436_1917-01-24_2010.jpg'],93,1.0,[79. 60. 62. ... 27. 28. 33.]
['10/16145910_1987-12-09_2013.jpg'],26,1.0,[207. 200. 174. ...  32.  50.  72.]
['59/161459_1986-01-04_2014.jpg'],28,1.0,[ 74.  63.  59. ...  87. 149. 170.]
['22/1614622_1947-03-07_2012.jpg'],65,1.0,[169. 176. 184. ...  46.  33.  24.]
['66/161466_1925-11-17_1956.jpg'],31,1.0,[ 33.  29.  30. ... 195. 249. 251.]
['16/1614816_1947-12-20_1966.jpg'],19,0.0,[ 85.  85.  85. ... 186. 186. 186.]
['03/161503_1928-10-01_1973.jpg'],45,1.0,[247. 246. 244. ... 129. 156. 183.]
['16/161516_1930-12-08_1970.jpg'],40,1.0,[178. 178. 178. ... 231. 231. 231.]
['19/161519_1928-02-01_1962.jpg'],34,1.0,[143. 142. 137. ...  39.  36.  47.]
['23/161523_1890-01-28_1951.jpg'],61,1.0,[132. 143. 149. ... 154. 155. 159.]
['86/16152986_1991-01-07_2014.jpg'],23,1.0,[116. 141.  83. ... 228. 243. 250.]
['59/16154159_1952-06-22_2013.jpg'],61,1.0,[238. 239. 243. ...  53.  66.  85.]
['25/1615425_1970-04-21_2014.jpg'],44,1.0,[132. 152.  83. ... 243. 235. 224.]
['77/161577_1980-06-08_2011.jpg'],31,0.0,[182. 128.  94. ... 209. 161. 121.]
['13/16158213_1945-11-09_2007.jpg'],62,1.0,[167. 150. 134. ...  34.  38.  47.]
['92/16159192_1973-07-31_2008.jpg'],35,1.0,[ 57.  28.  14. ... 176. 188. 188.]
['18/16160218_1962-11-21_2008.jpg'],46,1.0,[ 46.  27.  23. ... 233.  14.  54.]
['80/16160780_1987-12-16_2013.jpg'],26,1.0,[103. 232. 212. ... 160.  26.  50.]
['62/16162562_1919-07-20_1960.jpg'],41,1.0,[195. 190. 187. ...   8.   9.   4.]
['42/16162642_1973-05-30_2009.jpg'],36,0.0,[11. 15. 14. ... 78.  6. 10.]
['35/1616335_1956-12-01_2002.jpg'],46,0.0,[  9.  14.  18. ... 208. 178. 168.]
['44/16164144_1982-12-18_2013.jpg'],31,1.0,[230. 185. 154. ... 105.  69.  35.]
['45/1616445_1941-11-08_1974.jpg'],33,1.0,[255. 255. 255. ... 255. 255. 255.]
['53/1616453_1951-02-15_1976.jpg'],25,1.0,[94. 94. 94. ... 62. 62. 62.]
['21/1616521_1918-04-27_1950.jpg'],32,1.0,[250. 250. 250. ... 225. 225. 225.]
['14/16165314_1988-01-29_2011.jpg'],23,0.0,[182. 196. 209. ... 179. 187. 138.]
['63/16166863_1966-10-16_2015.jpg'],49,1.0,[58. 63. 57. ... 12. 24. 48.]
['94/1616894_1979-07-26_2007.jpg'],28,1.0,[141. 141. 141. ...  35.  45.  54.]
['11/1617211_1964-04-14_2012.jpg'],48,1.0,[212. 212. 212. ...  28.  30.  45.]
['70/16172170_2000-11-20_2012.jpg'],12,0.0,[250. 255. 255. ... 210. 183. 154.]
['28/1617228_1966-12-15_2008.jpg'],42,1.0,[128. 146. 134. ...  95.  86.  77.]
['80/1617380_1981-06-30_2013.jpg'],32,1.0,[155. 163. 165. ... 178. 173. 179.]
['36/16173936_1982-08-31_2009.jpg'],27,0.0,[ 24.  20.  21. ... 191. 183. 162.]
['42/161742_1916-12-13_1975.jpg'],59,1.0,[33. 42. 49. ... 46. 53. 61.]
['38/1617538_1948-12-25_1986.jpg'],38,0.0,[135.  82.  90. ...  19.  18.  16.]
['32/16175832_1989-04-16_2015.jpg'],26,1.0,[ 11.  11.  23. ... 198. 114.  86.]
['75/16175_1969-07-24_2014.jpg'],45,0.0,[ 64. 153. 169. ... 205. 162. 127.]
['75/1617675_1937-08-27_2008.jpg'],71,1.0,[ 65.  49.  49. ... 231. 167. 139.]
['94/16176794_1990-05-26_2009.jpg'],19,1.0,[94. 61. 52. ... 50. 83.  2.]
['17/16176917_1978-11-16_2015.jpg'],37,1.0,[103.  88.  57. ...   7.   2.   6.]
['92/161792_1964-10-01_2006.jpg'],42,1.0,[0. 0. 0. ... 1. 2. 6.]
['85/16180185_1925-01-11_2006.jpg'],81,1.0,[ 17.  16.  11. ... 116. 100.  85.]
['66/1618066_1946-04-22_2009.jpg'],63,1.0,[ 33.  17. 167. ...  42.  43.  35.]
